Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count
5079,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,MeOH,47.7856240172684,11021781.0
5080,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,MeOH,51.4706207273855,11406777.0
5081,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,MeOH,71.2123481972507,16459068.0
5082,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,MeOH,49.6659455614965,7367562.5
5083,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,MeOH,51.630151822775,11996338.0
5084,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,MeOH,42.8436622948171,9194918.0
5085,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,MeOH,71.6712204728133,16435746.0
5086,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,MeOH,50.8408513058598,8399097.0
5087,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,MeOH,26.3321784360547,4491671.0
5088,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,,,K3PO4,2.5,MeOH,54.073033421256,11691857.0
5089,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,,2.5,MeCN,47.915905351615,13029119.0
5090,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,,2.5,MeCN,44.0112240551127,11459530.0
5091,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,,2.5,MeCN,64.9166424296162,13074702.0
5092,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,,2.5,MeCN,29.5105149839073,8609414.0
5093,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,,2.5,MeCN,40.5958940198152,8198381.0
5094,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,,2.5,MeCN,56.2854293302899,9885947.0
5095,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,,2.5,MeCN,44.7269243483041,10088164.0
5096,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,,2.5,MeCN,38.36256640266,9596528.0
5097,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,,2.5,MeCN,0.0,7007619.0
5098,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,,2.5,MeCN,37.0395253033552,6003689.0
5099,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,,2.5,MeCN,0.0,964106.875
5100,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,,,,2.5,MeCN,23.8315702046612,4574205.5
5101,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,MeCN,46.4826718525274,9617778.0
5102,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaOH,2.5,MeCN,41.9499466545432,8207620.5
5103,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,MeCN,52.3549498273543,11278068.0
5104,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,MeCN,29.4904148967571,4768558.5
5105,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,MeCN,45.9146088667477,10164340.0
5106,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,MeCN,59.2066333688517,8506288.00000001
5107,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,MeCN,49.139300778538,10727089.0
5108,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,MeCN,36.6081621490316,7178839.0
5109,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,MeCN,49.528378413932,10561966.0
5110,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,MeCN,0.0,710083.5
5111,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,MeCN,0.0,728171.0
5112,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,,,NaOH,2.5,MeCN,37.4258783448613,11029533.0
5113,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,MeCN,57.1261530487719,12741853.0
5114,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,MeCN,47.1475734744484,12246564.0
5115,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,MeCN,57.5158214540996,14369456.0
5116,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,MeCN,48.3608781589042,9882903.0
5117,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,MeCN,44.7173233095891,11116944.0
5118,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,MeCN,53.8449043286596,8343280.5
5119,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,MeCN,0.0,0.0
5120,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,MeCN,35.6358973749064,9062481.0
5121,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,MeCN,51.2880401731898,12442083.0
5122,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,MeCN,0.0,730928.6875
5123,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,MeCN,0.0,673463.3125
5124,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,,,KOH,2.5,MeCN,40.9753331979291,12870961.0
5125,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,MeCN,66.9766759933163,13756090.0
5126,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,MeCN,59.6888669969646,9267333.0
5127,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,MeCN,62.5110088484946,11982490.0
5128,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,MeCN,59.3600080452804,11379996.0
5129,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,MeCN,59.9363161720667,11643863.0
5130,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,MeCN,60.6093750375786,6997000.0
5131,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,MeCN,62.3169189690616,10969125.0
5132,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,MeCN,40.9634577585403,8451484.0
5133,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,MeCN,59.4490457613426,11916497.0
5134,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,MeCN,0.0,687685.75
5135,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,MeCN,0.0,484255.25
5136,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,,,LiOtBu,2.5,MeCN,38.51474702517,10281655.0
5137,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,MeCN,66.8356248728526,14638774.0
5138,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaHCO3,2.5,MeCN,63.3332718059195,11814584.0
5139,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,MeCN,71.9988439603713,11858595.0
5140,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,MeCN,56.6573862150855,9439268.0
5141,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,MeCN,54.8356506680669,10867444.0
5142,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,MeCN,64.8175070839724,7253397.5
5143,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,MeCN,81.8166481057112,10298772.0
5144,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,MeCN,32.7623597861794,7337200.5
5145,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,MeCN,52.0539604739311,9314684.0
5146,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,MeCN,0.0,631332.9375
5147,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,MeCN,0.0,898904.0625
5148,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,,,NaHCO3,2.5,MeCN,58.8729536584047,8212234.0
5149,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,MeCN,66.2857103568699,12262039.0
5150,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,MeCN,59.8055915581325,12420417.0
5151,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,MeCN,69.6928971502578,14341462.0
5152,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,MeCN,44.5009535162519,8264855.5
5153,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,MeCN,48.6312674236379,9305921.0
5154,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,MeCN,58.3011095513189,6610203.5
5155,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,MeCN,52.3417054330053,10696635.0
5156,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,MeCN,36.3539164922321,7054921.5
5157,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,MeCN,39.4873666531023,7395826.5
5158,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,MeCN,33.1344773339763,2893816.25
5159,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,MeCN,0.0,871112.75
5160,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,,,Et3N,2.5,MeCN,28.5830764255571,5384516.0
5161,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,MeCN,47.7477732686522,9844690.0
5162,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,CsF,2.5,MeCN,57.0620592902954,9390339.0
5163,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,MeCN,63.3308927929793,13722896.0
5164,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,MeCN,23.6111626774262,5852120.0
5165,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,MeCN,46.9481478551274,10298215.0
5166,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,MeCN,62.5839394967693,9727806.0
5167,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,MeCN,46.8678440192968,9814719.0
5168,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,MeCN,40.6614639593331,9688023.0
5169,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,MeCN,0.0,9395378.0
5170,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,MeCN,0.0,649502.0
5171,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,MeCN,0.0,585259.5
5172,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,,,CsF,2.5,MeCN,21.9412475116018,4819122.0
5173,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,MeCN,57.0784834531423,12850789.0
5174,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,K3PO4,2.5,MeCN,55.831659284213,11756526.0
5175,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,MeCN,61.3206351910101,13408452.0
5176,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,MeCN,0.0,3738022.0
5177,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,MeCN,35.3093997064567,8623671.0
5178,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,MeCN,0.0,8439898.0
5179,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,MeCN,46.7093529068898,11411457.0
5180,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,MeCN,0.0,4293847.5
5181,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,MeCN,0.0,7431450.0
5182,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,MeCN,0.0,576868.4375
5183,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,MeCN,0.0,510423.8125
5184,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,,,K3PO4,2.5,MeCN,37.9586480460289,7790460.5
5185,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,,2.5,THF,0.0,2385792.25
5186,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,,2.5,THF,0.0,3123783.0
5187,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,,2.5,THF,25.3645588350467,8235445.0
5188,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,,2.5,THF,22.4895529546653,4406528.5
5189,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,,2.5,THF,31.0557218351055,6783614.5
5190,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,,2.5,THF,53.1954505975985,4180841.5
5191,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,,2.5,THF,32.5901247268989,6813478.0
5192,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,,2.5,THF,40.9918930519913,13924505.0
5193,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,,2.5,THF,26.9657211156278,6778120.0
5194,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,,2.5,THF,30.6195215466143,5349060.5
5195,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,,2.5,THF,0.0,904958.9375
5196,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,,,,2.5,THF,21.1819791799418,4832636.0
5197,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,THF,29.1352764645515,6520479.5
5198,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaOH,2.5,THF,35.6453169996179,8783331.0
5199,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,THF,41.5918482266529,12154582.0
5200,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,THF,26.9356940353174,6797170.0
5201,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,THF,28.274451454514,6284814.5
5202,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,THF,39.4799131708278,7366154.5
5203,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,THF,27.913139696793,6864554.5
5204,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,THF,46.4133269629687,16425150.0
5205,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,THF,0.0,0.0
5206,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,THF,28.0102716113553,3154651.25
5207,Potassium quinoline-6-trifluoroborate,"1g, 6-BF3K-Q",1,0.0004,"2d, Bromide",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,THF,0.0,678111.125
